coluna,tipo,pct_na,n_unicos,constante,ano
p.cod_sexo_pessoa,int64,0.0,2,False,2025
p.cod_deficiencia_memb,float64,0.0,2,False,2025
p.cod_sabe_ler_escrever_memb,float64,0.0,2,False,2025
p.marc_sit_rua,int64,0.0,2,False,2025
d.cod_forma_coleta_fam,int64,0.0,3,False,2025
p.cod_local_nascimento_pessoa,float64,0.0,3,False,2025
d.fx_rfpc,int64,0.0,4,False,2025
p.ind_frequenta_escola_memb,float64,0.0,4,False,2025
d.qtde_meses_desat_cat,int64,0.0,6,False,2025
p.fx_renda_individual_805,int64,0.0,8,False,2025
p.fx_renda_individual_808,int64,0.0,8,False,2025
p.fx_renda_individual_809_1,int64,0.0,8,False,2025
p.fx_renda_individual_809_2,int64,0.0,8,False,2025
p.fx_renda_individual_809_3,int64,0.0,8,False,2025
p.fx_renda_individual_809_4,int64,0.0,8,False,2025
p.fx_renda_individual_809_5,int64,0.0,8,False,2025
p.fx_idade,float64,0.0,13,False,2025
p.cod_pais_origem_pessoa,float64,0.0,58,False,2025
d.cd_ibge,int64,0.0,102,False,2025
d.dat_atual_fam,str,0.0,1317,False,2025
d.dat_cadastramento_fam,str,0.0,5688,False,2025
d.vlr_renda_media_fam,int64,0.0,6010,False,2025
d.vlr_renda_total_fam,float64,0.0,8838,False,2025
p.dta_nasc_pessoa,str,0.0,34316,False,2025
