threshold,precision,recall,f1
0.6000000000000002,0.24093135515013842,0.46076568015204994,0.3164126229431781
0.6100000000000001,0.24792936396311924,0.4307629649742058,0.31471930172584806
0.5900000000000002,0.23188123946583689,0.4856095574260114,0.31388206388206386
0.6200000000000001,0.25588235294117645,0.4015748031496063,0.31258586072070166
0.5800000000000002,0.22437310143546368,0.5114037469454249,0.31190229766093974
0.5700000000000002,0.21749669457910975,0.5359761064349715,0.3094286386080414
0.6300000000000001,0.264271225731672,0.3714363290795547,0.30882103956205204
0.5600000000000002,0.21171770972037285,0.5612272603855553,0.3074520303435966
0.6400000000000001,0.2742813588850174,0.3419766494705403,0.3044108761329305
0.5500000000000002,0.20567172729876826,0.5848493076296497,0.30432325515682396
0.5400000000000001,0.20022306491188935,0.6092859082269889,0.30140022161781
0.6500000000000001,0.2849888531087441,0.3123812109693185,0.29805699481865283
0.5300000000000001,0.19407605739865288,0.6297855009503123,0.29671559691707444
0.5200000000000001,0.1885287762718523,0.6515069237035026,0.29243472167210016
0.6600000000000001,0.2944655682298268,0.2838718436057562,0.2890716803760282
0.5100000000000001,0.18356488323972805,0.6744501764865599,0.2885855358698809
0.5000000000000001,0.17928870292887028,0.6980722237306544,0.28530211396548855
0.6700000000000002,0.3078170613039247,0.2576703774097203,0.2805202483003252
0.49000000000000005,0.17383399993389084,0.7139560141189248,0.2795927589781759
0.4800000000000001,0.16883198393271825,0.7303828400760249,0.27426590538336054
0.4700000000000001,0.16501640322099612,0.7511539505837632,0.27058881064162754
0.6800000000000002,0.32504304572412474,0.23065435786043986,0.269832446597316
0.4600000000000001,0.16079032532788282,0.7689383654629378,0.2659654395191585
0.45000000000000007,0.15633707561206547,0.7845506380667934,0.26072048904829576
0.6900000000000002,0.3439635535307517,0.2049959272332338,0.25689009867301804
0.44000000000000006,0.1522548613984278,0.7993483573174043,0.2557886962943655
0.43000000000000005,0.1480932255752453,0.813467282106978,0.25056976185000107
0.42000000000000004,0.14449459976839268,0.8300298669562857,0.2461402202137724
0.4100000000000001,0.1412764992631221,0.845913657344556,0.24211692020749548
0.7000000000000002,0.35754640839386603,0.1804235677436872,0.239826761707119
0.4000000000000001,0.13785743842149967,0.8593537876730926,0.23759923427734925
0.39000000000000007,0.1345565749235474,0.872115123540592,0.233142193510924
0.38000000000000006,0.13123375445807894,0.884197664947054,0.22854636371611545
0.7100000000000002,0.37967741935483873,0.15978821612815639,0.22491878463596407
0.37000000000000005,0.12817177580616979,0.8962802063535161,0.22427176220806794
0.36000000000000004,0.1249812734082397,0.9060548465924518,0.21966231116084653
0.35000000000000003,0.12188596015475286,0.9152864512625577,0.2151244416081685
0.34,0.11887353507084135,0.9226174314417595,0.2106111317714144
0.7200000000000002,0.4025058731401723,0.1395601411892479,0.20725806451612902
0.33,0.11615690926035753,0.9306272060819983,0.20653500248565101
0.32000000000000006,0.11360647112981717,0.9380939451534075,0.20266901305176713
0.31000000000000005,0.11127795527156549,0.9456964431170242,0.19912528942629276
