threshold,precision,recall,f1,f2
0.03,0.08199824090671239,0.9998642411077926,0.15156659978391726,0.30871959960765577
0.02,0.08197286860525935,1.0,0.15152481357675496,0.30865801228598005
0.01,0.08196739553775106,1.0,0.15151546317532474,0.30864249260448007
0.65,0.2849888531087441,0.3123812109693185,0.29805699481865283,0.3064894240502957
0.66,0.2944655682298268,0.2838718436057562,0.2890716803760282,0.2859291672364283
0.67,0.3078170613039247,0.2576703774097203,0.2805202483003252,0.26634858265506595
0.68,0.32504304572412474,0.23065435786043986,0.269832446597316,0.24487619267245106
0.6900000000000001,0.3439635535307517,0.2049959272332338,0.25689009867301804,0.22301648254268328
0.7000000000000001,0.35754640839386603,0.1804235677436872,0.239826761707119,0.2002652120189265
0.7100000000000001,0.37967741935483873,0.15978821612815639,0.22491878463596407,0.18072104164107602
0.72,0.4025058731401723,0.1395601411892479,0.20725806451612902,0.16053469923168218
0.73,0.43012790146849833,0.12326907412435514,0.19162182125145089,0.143784639746635
0.74,0.4582850521436848,0.10738528373608472,0.17399912010558732,0.1268034626482847
0.75,0.4758522727272727,0.09095845777898452,0.1527239571461135,0.10851256802280383
0.76,0.49177489177489175,0.07711105077382568,0.13331768571763877,0.09275286586759855
0.77,0.5079365079365079,0.065164268259571,0.11550956563590423,0.0789240027623401
0.78,0.5163826998689384,0.0534890035297312,0.09693689260671669,0.06517352036258973
0.79,0.5024793388429752,0.041270703231061634,0.0762765023209133,0.050550400744953275
0.8,0.4968944099378882,0.0325821341297855,0.061154287170340174,0.04007079173205997
0.81,0.49866666666666665,0.025386912842791202,0.04831417129569823,0.03133483025570562
0.8200000000000001,0.5114754098360655,0.021178387184360575,0.04067266327727806,0.02620175350196513
0.8300000000000001,0.5384615384615384,0.017105620418137388,0.03315789473684211,0.02121354973398882
0.8400000000000001,0.5654450261780105,0.014661960358403475,0.028582770940849545,0.018209408194233688
0.85,0.6086956521739131,0.011403746945424925,0.022388059701492536,0.01418823052496453
0.86,0.6274509803921569,0.008688569101276133,0.01713979646491698,0.010823242914158154
0.87,0.7142857142857143,0.006787944610371979,0.013448090371167294,0.008464820207218799
0.88,0.6976744186046512,0.0040727667662231876,0.008098258874342016,0.005083539499101908
0.89,0.7391304347826086,0.002307901167526473,0.004601434564893761,0.0028826262420727777
0.9,0.8461538461538461,0.0014933478142818354,0.002981433798617699,0.0018658615191505241
0.91,1.0,0.0005430355688297583,0.001085481682496608,0.0006787023211619384
0.92,1.0,0.00013575889220743959,0.00027148092846477533,0.00016969285593076533
0.93,0.0,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,0.0
0.9600000000000001,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
