cd_ibge,prob_risco,y_true
2706109,0.12494430633909058,0
2706109,0.19418826763396693,0
2702405,0.060152140747148135,0
2702405,0.020728337624857446,0
2702405,0.012807540349906449,0
2700300,0.00488369251106993,0
2700300,0.004847261464235915,0
2700300,0.0054125964528741015,0
2700300,0.004360662290522311,0
2700300,0.0039056841135986075,0
2700300,0.005751333742745209,0
2700300,0.003858417672866514,0
2700300,0.001770324146374387,0
2700300,0.00139965798564123,0
2700300,0.0009513353057148475,0
2700300,0.007973194055311593,0
2700300,0.005553244653083641,0
2700300,0.023059677540973024,0
2700300,0.019757648591673466,0
2707305,0.011871326706764784,0
2707305,0.0425547102996269,0
2707305,0.0249470181808382,0
2704302,0.02297876642804539,0
2704302,0.06873268355929715,0
2704401,0.04906873969691401,0
2702405,0.022169041366455578,0
2702405,0.026055375817658415,0
2702405,0.017496133345420613,0
2702405,0.007257802870116729,0
2704609,0.2811318725549615,1
2704609,0.5174323978535544,1
2704609,0.25996758369705153,1
2704609,0.13493458759663737,1
2704609,0.09278922440364469,1
2704609,0.07543523094843414,0
2704609,0.026221692336505842,0
2704609,0.02021355111977451,0
2704609,0.28176910469793076,1
2704609,0.41389158303079193,1
2706307,0.061310877014221776,0
2706307,0.09900080370862624,0
2706307,0.06291722474996182,0
2704609,0.07781735328398494,0
2704609,0.06567374392973194,0
2704609,0.08068570881655093,0
2706307,0.1585431691916182,0
2706307,0.2203370716302027,0
2706307,0.07160520949633856,0
2706307,0.11128719213581832,0
2704104,0.01009328904102465,0
2704104,0.009694391109428463,0
2704104,0.014909692833460797,0
2704104,0.009887583261487549,0
2704104,0.013560577257524492,0
2702405,0.08201038801304919,0
2702405,0.0772917643039632,0
2702405,0.0879275669150754,0
2702405,0.1578628588662579,0
2702405,0.10598278078797056,0
2702405,0.06886158886544401,0
2702405,0.01979412841559773,0
2702405,0.020142094280447578,0
2702405,0.028358825939682402,0
2702405,0.026475943104446075,0
2704104,0.016918655026207683,0
2704104,0.032438163377788806,0
2704104,0.009102309817065023,0
2704104,0.005461805186015301,0
2704104,0.008058268610983082,0
2704104,0.006755741861583876,0
2704302,0.06412933106894494,0
2704302,0.15089257573474582,0
2704302,0.03676946558930367,0
2704302,0.024552447059146405,0
2704302,0.06203683146086076,0
2704302,0.03366854718647876,0
2704302,0.12391242857262091,0
2702504,0.02919316238120116,0
2702504,0.10640814364489067,0
2702504,0.012436416083178557,0
2702504,0.010297766526447616,0
2702504,0.01217780898800689,0
2702504,0.021571169029296757,0
2702504,0.018573351218567517,0
2702504,0.007416960152725043,0
2702504,0.00933385069548772,0
2702504,0.09262506400182301,1
2702504,0.1487446110479346,1
2702504,0.030023874333561695,0
2702504,0.00962944063430763,0
2702504,0.012791022752940345,0
2702504,0.010826220637506077,0
2704609,0.03251880909258128,0
2704609,0.02298401636752191,0
2705705,0.06400396778937675,0
2705705,0.09365429141147696,0
2705705,0.10534449960444052,0
2705705,0.07119951155231559,0
2700805,0.7878586041261944,1
2700805,0.7259746770978398,1
2700805,0.7762046764146051,1
2700805,0.7506269507505519,1
2700805,0.8713877569419683,1
2700805,0.7167348520904657,1
2700805,0.011009158487104681,0
2700805,0.038230134935385685,0
2700805,0.06855695018315938,0
2700805,0.09894003131262827,0
2706307,0.04359164497132981,0
2706307,0.051855079692045426,0
2706307,0.09278548049449842,0
2706307,0.0312788379138599,0
2706307,0.025221093764909764,0
2706307,0.05836878351873661,0
2706307,0.10189085607627647,0
2706307,0.039578465704148975,0
2706307,0.09467326327838763,0
2704401,0.0029188817358893294,0
2704401,0.007058478891374868,0
2704401,0.002990433522334442,0
2704401,0.011549228845225983,0
2704401,0.022803407197254454,0
2704401,0.023927444892218094,0
2704401,0.024756280078378243,0
2700201,0.002619036392760435,0
2700201,0.0031711312431398284,0
2700201,0.0028642261049733023,0
2700201,0.0028052735667169495,0
2700201,0.001643719861023987,0
2704609,0.07387326812027631,0
2704609,0.07444139454688725,0
2702306,0.007921309655421451,0
2702306,0.00942690558389612,0
2709202,0.004718711004745565,0
2709202,0.0022950739286994896,0
2709202,0.004236470855473395,0
2709202,0.003265506236428489,0
2700300,0.013937224616407062,0
2700300,0.00542502185366519,0
2709202,0.010573567555862032,0
2709202,0.008228747230483778,0
2709202,0.009082417972717976,0
2709202,0.007739898569166421,0
