threshold,precision,recall,f1,f2
0.64,1.0,0.002579418951941352,0.005145565335138795,0.003222195841671472
0.65,1.0,0.0021721422753190334,0.004334868599295584,0.0027137042062415195
0.66,1.0,0.0020363833831115938,0.0040644899065167325,0.0025441839953865464
0.67,1.0,0.0020363833831115938,0.0040644899065167325,0.0025441839953865464
0.68,1.0,0.001629106706489275,0.003252914068853348,0.0020355543493011264
0.6900000000000001,1.0,0.0012218300298669563,0.0024406779661016948,0.0015268211583483189
0.7000000000000001,1.0,0.0010860711376595167,0.0021697857336588013,0.0013572204125950054
0.7100000000000001,1.0,0.0008145533532446375,0.0016277807921866521,0.0010179843909060061
0.72,1.0,0.0006787944610371979,0.00135666802333469,0.0008483491126268282
0.73,1.0,0.00040727667662231876,0.0008142217397204505,0.000509044015339193
0.74,1.0,0.00027151778441487917,0.0005428881650380022,0.0003393741939862893
0.75,1.0,0.00027151778441487917,0.0005428881650380022,0.0003393741939862893
0.76,1.0,0.00013575889220743959,0.00027148092846477533,0.00016969285593076533
0.77,1.0,0.00013575889220743959,0.00027148092846477533,0.00016969285593076533
0.78,0.0,0.0,0.0,0.0
0.79,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0
0.81,0.0,0.0,0.0,0.0
0.8200000000000001,0.0,0.0,0.0,0.0
0.8300000000000001,0.0,0.0,0.0,0.0
0.8400000000000001,0.0,0.0,0.0,0.0
0.85,0.0,0.0,0.0,0.0
0.86,0.0,0.0,0.0,0.0
0.87,0.0,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0
0.89,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.0
0.92,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.0
0.9400000000000001,0.0,0.0,0.0,0.0
0.9500000000000001,0.0,0.0,0.0,0.0
0.9600000000000001,0.0,0.0,0.0,0.0
0.97,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
