threshold,precision,recall,f1,f2
0.09,0.17810320781032077,0.6934564213956014,0.283415635576763,0.43925426527242706
0.09999999999999999,0.19449852935084302,0.6373879989139288,0.29804792890017456,0.43794190623659124
0.08,0.16141422959406374,0.7530545750746674,0.26584553449474013,0.4345203590844287
0.11,0.2104123609880917,0.5805050230790116,0.30887026870846573,0.4294379946169606
0.06999999999999999,0.14531869843510428,0.8106163453706218,0.2464554741512744,0.42315705923206665
0.12,0.22974642583985408,0.5301384740700515,0.32056807453926034,0.4202449366135038
0.060000000000000005,0.1295995451222484,0.8664132500678794,0.2254725313548843,0.40542257457945824
0.13,0.25023103717921374,0.47787130057018734,0.3284654504735688,0.40430957248857136
0.14,0.27414465136422694,0.4296768938365463,0.3347258209507694,0.38589090199712256
0.05,0.11516649455739703,0.9235677436872115,0.20479552056835798,0.3841983396396905
0.15000000000000002,0.30028812293245116,0.382025522671735,0.33626097867001253,0.3623020471224411
0.04,0.10165087568188344,0.9613087157208797,0.18385999532625347,0.35717888705056294
0.16,0.3272344346452547,0.3374966060276948,0.3322863062220143,0.3353930007285286
0.03,0.09168826243600278,0.9846592451805594,0.16775566374853998,0.3340272085033481
0.02,0.08568760214802708,0.9964702688026066,0.1578053447423301,0.3187866995587367
0.01,0.08248624295336614,0.9991854466467553,0.152391995279161,0.3100487821317539
0.17,0.3545644152093695,0.30002715177844147,0.3250238988160894,0.30954982211390314
0.18000000000000002,0.381099324975892,0.2682595710019006,0.3148753087403394,0.28514531443908914
0.19,0.40527914038775986,0.2355416779799077,0.29793079763029107,0.2570751222403319
0.2,0.4369230769230769,0.21205538962802065,0.2855314870669957,0.23638729985774387
0.21000000000000002,0.4716407832545577,0.1896551724137931,0.27052672347017814,0.21541355702214274
0.22,0.5069361870788743,0.17363562313331524,0.2586712508848215,0.19992496951886704
0.23,0.5396600566572238,0.15517241379310345,0.2410375369042598,0.18095750744094738
0.24000000000000002,0.5685195376995047,0.14023893565028508,0.22498094304693456,0.1651162047249129
0.25,0.5935727788279773,0.1278848764594081,0.21043225734390708,0.15168593604070724
0.26,0.6175413371675054,0.11661688840619061,0.19618590841612424,0.13919948144547076
0.27,0.6464730290456432,0.10575617702959544,0.18177575545443939,0.12700120642994556
0.28,0.6651031894934334,0.09625305457507467,0.16816888045540798,0.11611529642974124
0.29000000000000004,0.6873032528856243,0.08892207439587294,0.15747084986176224,0.10767005293092678
0.3,0.7021028037383178,0.0815910942166712,0.14619314035514475,0.09910949868073879
0.31,0.7175066312997348,0.07344556068422482,0.1332512315270936,0.08951618240783639
0.32,0.728448275862069,0.06882975834917188,0.12577524187546515,0.08405172413793104
0.33,0.7515723270440252,0.06489275047515612,0.11947013246688327,0.07940199335548173
0.34,0.7700170357751278,0.06136301927776269,0.11366779831510122,0.07520548401051545
0.35000000000000003,0.7796610169491526,0.05620418137387999,0.10484994301633532,0.06901150191698617
0.36000000000000004,0.7857142857142857,0.050773825685582405,0.09538383065544503,0.06245824983299933
0.37,0.7897091722595079,0.047922888949226174,0.09036221681812363,0.059008391561632845
0.38,0.8029925187032418,0.043714363290795547,0.08291489635637955,0.05390925832914783
0.39,0.7949438202247191,0.0384197664947054,0.0732970732970733,0.04745137491616365
0.4,0.8018575851393189,0.03516155308172685,0.06736896865652231,0.043475341591969655
0.41000000000000003,0.797945205479452,0.03163182188433342,0.06085139723165317,0.039151767710713804
0.42000000000000004,0.8157894736842105,0.02945967960901439,0.056865828092243186,0.03649512277161117
0.43,0.8283261802575107,0.02620146619603584,0.050796157389130146,0.03249486480115837
0.44,0.8177570093457944,0.023757806136301927,0.04617414248021108,0.02948311880854505
0.45,0.8258706467661692,0.02253597610643497,0.04387471917536672,0.02797909994943536
0.46,0.8333333333333334,0.020363833831115938,0.0397561622051418,0.02530022938874646
0.47000000000000003,0.8553459119496856,0.018463209340211784,0.036146179401993356,0.022955136211727373
0.48000000000000004,0.8686131386861314,0.01615530817268531,0.031720645075303214,0.02010067227458532
0.49,0.889763779527559,0.015340754819440673,0.030161484051781665,0.019093643337501267
0.5,0.9017857142857143,0.013711648112951398,0.027012570205937416,0.017074655125777657
0.51,0.8979591836734694,0.011946782514254684,0.023579849946409433,0.01488397266761383
0.52,0.9058823529411765,0.010453434699972848,0.020668366662192995,0.013029205726082101
0.53,0.9102564102564102,0.00963888134672821,0.01907576571735626,0.012016789655405863
0.54,0.9,0.008552810209068694,0.01694459386767079,0.010665673461095686
0.55,0.9047619047619048,0.007738256855824056,0.015345268542199489,0.009652182747993362
0.56,0.8928571428571429,0.006787944610371979,0.013473457289140393,0.008468834688346883
0.5700000000000001,0.94,0.0063806679337496605,0.01267529665587918,0.007962322965372366
0.5800000000000001,0.9347826086956522,0.005837632364919902,0.011602806260118727,0.007285665875974246
0.59,0.9512195121951219,0.005294596796090144,0.010530579181855002,0.0066090493136756485
0.6,0.9743589743589743,0.005158837903882704,0.010263335584064821,0.006440023048503542
0.61,0.9705882352941176,0.004480043442845506,0.00891891891891892,0.005593599566072276
0.62,1.0,0.004344284550638067,0.008650986753176534,0.005424464334147003
0.63,1.0,0.003665490089600869,0.007304206681996483,0.004577667763046353
