threshold,precision,recall,f1
0.22000000000000003,0.23356662549746124,0.9242465381482488,0.372898066495043
0.21000000000000002,0.22315315902718916,0.929269617159924,0.3598843322818086
0.7800000000000001,0.9756838905775076,0.21789302199294053,0.3562312728886916
0.2,0.21317517343904857,0.9344284550638067,0.3471528723457911
0.7900000000000001,0.9803020354563362,0.2026880260657073,0.3359208009899876
0.19,0.20407801941632978,0.9389084985066521,0.3352805720518725
0.18000000000000005,0.19478338743982984,0.9448818897637795,0.32298482528191563
0.8000000000000002,0.9815733522324592,0.18802606570730382,0.31559758459610343
0.17000000000000004,0.18595492163176242,0.9486831387455879,0.3109578373567694
0.16000000000000003,0.17718899823366135,0.9532989410806407,0.2988339433143246
0.8100000000000002,0.9853508095605242,0.1734998642411078,0.29504790488283505
0.15000000000000002,0.16895535264936373,0.9571001900624491,0.2872099892041635
0.8200000000000002,0.9891666666666666,0.1611458050502308,0.27714219005370067
0.14,0.16068469204749256,0.9609014390442574,0.2753282116113975
0.13,0.15323779765111517,0.9653814824871029,0.2644920124230533
0.8300000000000002,0.9898710865561694,0.14594080912299756,0.25437766209181256
0.12000000000000001,0.14550799191622268,0.9676893836546294,0.25297677142299435
0.11000000000000001,0.13881782945736434,0.9724409448818898,0.24295356646202895
0.1,0.1321271627410962,0.9755633994026609,0.23273363237413566
0.8400000000000002,0.9916926272066459,0.1296497420581048,0.2293192460079241
0.09000000000000001,0.12545726927498868,0.9777355416779799,0.22238004075835238
0.08000000000000002,0.11936554046247545,0.9818083084442031,0.21285300133916088
0.8500000000000002,0.991812865497076,0.11512354059190877,0.20630093662571464
0.07,0.11346574913981858,0.9849307629649742,0.20348918744565675
0.060000000000000005,0.1079048099462924,0.9873744230247081,0.19454846993366146
0.05,0.102657208804819,0.9902253597610643,0.18602871789640132
0.8600000000000002,0.9920739762219286,0.10195492804778714,0.1849070540440724
0.8700000000000002,0.9939577039274925,0.08932935107249525,0.1639262580966617
0.8800000000000002,0.9963570127504554,0.07426011403746946,0.13821857233101706
0.8900000000000002,1.0,0.06448547379853381,0.1211580155592399
0.9000000000000002,1.0,0.05240293239207168,0.09958720330237358
0.9100000000000003,1.0,0.04249253326092859,0.08152103138429483
0.9200000000000003,1.0,0.03231061634537062,0.0625986322987901
0.9300000000000002,1.0,0.023893565028509367,0.046671970299655266
0.9400000000000002,1.0,0.01615530817268531,0.031796927187708754
0.9500000000000002,1.0,0.011267988053217486,0.02228487045240972
