threshold,precision,recall,f1
0.8300000000000002,1.0,0.0019006244909041542,0.003794037940379404
0.8400000000000002,1.0,0.0008145533532446375,0.0016277807921866521
0.8500000000000002,1.0,0.0005430355688297583,0.001085481682496608
0.8600000000000002,1.0,0.00027151778441487917,0.0005428881650380022
0.8700000000000002,1.0,0.00013575889220743959,0.00027148092846477533
0.8800000000000002,1.0,0.00013575889220743959,0.00027148092846477533
0.8900000000000002,1.0,0.00013575889220743959,0.00027148092846477533
0.9000000000000002,0.0,0.0,0.0
0.9100000000000003,0.0,0.0,0.0
0.9200000000000003,0.0,0.0,0.0
0.9300000000000002,0.0,0.0,0.0
0.9400000000000002,0.0,0.0,0.0
0.9500000000000002,0.0,0.0,0.0
